BHK,Total_Sq.ft,Price_per_sq.ft,Region
4.0,3000.0,3670.0,194
5.0,2000.0,4500.0,49
4.0,2000.0,3150.0,122
3.0,1100.0,6820.0,28
5.0,3200.0,2340.0,154
4.0,1440.0,5280.0,122
3.0,1424.0,4070.0000000000005,58
5.0,2100.0,4050.0,155
3.0,1593.0,3890.0,58
4.0,1820.0,6320.0,53
4.0,2100.0,6190.0,149
4.0,3000.0,3670.0,194
5.0,2000.0,4500.0,49
4.0,2000.0,3150.0,122
3.0,1100.0,6820.0,28
5.0,3200.0,2340.0,154
4.0,1440.0,5280.0,122
4.0,1400.0,5860.0,96
4.0,2200.0,5450.0,154
5.0,3500.0,3430.0,154
3.0,1875.0,4000.0,166
5.0,1984.0,5540.0,54
4.0,1600.0,6250.0,97
7.0,1600.0,6250.0,67
6.0,1800.0,3610.0,166
3.0,780.0,4230.0,154
4.0,1400.0,5000.0,163
6.0,1250.0,5200.0,99
2.0,900.0,5550.0,22
4.0,2000.0,3500.0,51
4.0,1400.0,5860.0,96
4.0,2200.0,5450.0,154
5.0,3500.0,3430.0,154
3.0,1875.0,4000.0,166
5.0,1984.0,5540.0,54
4.0,1600.0,6250.0,97
7.0,1600.0,6250.0,67
6.0,1800.0,3610.0,166
3.0,780.0,4230.0,154
4.0,1400.0,5000.0,163
6.0,1250.0,5200.0,99
2.0,900.0,5550.0,22
4.0,2000.0,3500.0,51
8.0,3500.0,3710.0,10
7.0,3000.0,2830.0,192
5.0,1800.0,5000.0,49
3.0,1200.0,4330.0,175
4.0,2000.0,4000.0,192
7.0,3000.0,3000.0,81
4.0,1470.0,6460.0,10
3.0,1200.0,4750.0,175
4.0,1470.0,6460.0,10
6.0,2100.0,2620.0,136
6.0,3200.0,2340.0,158
8.0,3500.0,3710.0,10
7.0,3000.0,2830.0,192
5.0,1800.0,5000.0,49
3.0,1200.0,4330.0,175
4.0,2000.0,4000.0,192
7.0,3000.0,3000.0,81
4.0,1470.0,6460.0,10
3.0,1200.0,4750.0,175
4.0,1470.0,6460.0,10
6.0,2100.0,2620.0,136
5.0,2880.0,1910.0,122
6.0,1600.0,4059.9999999999995,6
6.0,2200.0,3180.0,33
4.0,1100.0,4090.0,158
3.0,1500.0,3870.0,155
2.0,2160.0,2550.0,142
7.0,1917.0,3130.0,79
4.0,1000.0,3800.0,27
2.0,1150.0,356.0,176
2.0,280.0,2680.0,195
6.0,3200.0,2340.0,158
7.0,3000.0,3000.0,81
5.0,2880.0,1910.0,122
6.0,1600.0,4059.9999999999995,6
6.0,2200.0,3180.0,33
4.0,1100.0,4090.0,158
3.0,1500.0,3870.0,155
2.0,2160.0,2550.0,142
7.0,1917.0,3130.0,79
4.0,1000.0,3800.0,27
2.0,1150.0,356.0,176
2.0,280.0,2680.0,195
8.0,2100.0,6430.0,107
4.0,1440.0,6940.0,112
7.0,2300.0,3260.0,15
4.0,1400.0,2640.0,175
3.0,2200.0,2730.0,33
2.0,750.0,3470.0,175
5.0,2000.0,3750.0,15
8.0,2700.0,2780.0,147
4.0,1500.0,5670.0,23
4.0,680.0,2650.0,33
2.0,900.0,3080.0,164
7.0,1600.0,6250.0,67
8.0,2100.0,6430.0,107
7.0,2300.0,3260.0,15
4.0,1400.0,2640.0,175
3.0,2200.0,2730.0,33
2.0,750.0,3470.0,175
5.0,2000.0,3750.0,15
8.0,2700.0,2780.0,147
4.0,1500.0,5670.0,23
4.0,680.0,2650.0,33
2.0,900.0,3080.0,164
4.0,1500.0,5330.0,2
4.0,1200.0,4000.0,2
4.0,1450.0,3100.0,192
4.0,1500.0,5870.0,33
4.0,990.0,5760.0,33
6.0,2500.0,3600.0,121
2.0,1300.0,961.0,138
4.0,3500.0,2290.0,175
4.0,1500.0,6670.0,87
4.0,1440.0,4510.0,41
4.0,1500.0,5330.0,2
4.0,1200.0,4000.0,2
4.0,1450.0,3100.0,192
4.0,1500.0,5870.0,33
4.0,990.0,5760.0,33
6.0,2500.0,3600.0,121
2.0,1300.0,961.0,138
4.0,3500.0,2290.0,175
4.0,1500.0,6670.0,87
4.0,1440.0,4510.0,41
6.0,2835.0,2820.0,67
4.0,1500.0,3670.0,122
5.0,2100.0,2140.0,90
6.0,2400.0,6250.0,182
4.0,750.0,6930.0,7
3.0,1200.0,3000.0,144
3.0,1500.0,1000.0,29
2.0,800.0,6250.0,33
4.0,1800.0,5550.0,106
2.0,600.0,2500.0,13
1.0,1100.0,4540.0,74
3.0,900.0,5550.0,6
6.0,2200.0,2180.0,181
5.0,980.0,7140.0,175
5.0,3200.0,3750.0,33
5.0,1110.0,6310.0,175
6.0,2835.0,2820.0,67
4.0,1500.0,3670.0,122
5.0,2100.0,2140.0,90
6.0,2400.0,6250.0,182
4.0,750.0,6930.0,7
3.0,1200.0,3000.0,144
3.0,1500.0,1000.0,29
2.0,800.0,6250.0,33
4.0,1800.0,5550.0,106
2.0,600.0,2500.0,13
1.0,1100.0,4540.0,74
3.0,900.0,5550.0,6
6.0,2200.0,2180.0,181
5.0,980.0,7140.0,175
5.0,3200.0,3750.0,33
5.0,1110.0,6310.0,175
4.0,3500.0,4290.0,100
3.0,750.0,8000.0,114
6.0,2500.0,3600.0,50
3.0,1350.0,2590.0,41
6.0,1600.0,6250.0,64
3.0,1800.0,7220.0,153
6.0,2500.0,4800.0,110
6.0,1600.0,6250.0,64
5.0,2000.0,4250.0,122
2.0,1500.0,1830.0,122
2.0,350.0,2480.0,181
3.0,850.0,2120.0,151
4.0,2160.0,4630.0,166
6.0,2400.0,6250.0,182
5.0,980.0,7140.0,175
4.0,3500.0,4290.0,100
3.0,750.0,8000.0,114
6.0,2500.0,3600.0,50
3.0,1350.0,2590.0,41
6.0,1600.0,6250.0,64
3.0,1800.0,7220.0,153
6.0,2500.0,4800.0,110
6.0,1600.0,6250.0,64
5.0,2000.0,4250.0,122
2.0,1500.0,1830.0,122
2.0,350.0,2480.0,181
3.0,850.0,2120.0,151
4.0,2160.0,4630.0,166
3.0,1440.0,2780.0,135
2.0,1000.0,4700.0,55
2.0,1300.0,6150.0,35
4.0,1300.0,2460.0,33
2.0,3000.0,2500.0,110
2.0,1200.0,6670.0,35
4.0,2879.0,5210.0,144
3.0,1800.0,5550.0,11
3.0,1500.0,3670.0,122
2.0,1500.0,1530.0,20
6.0,1600.0,4059.9999999999995,86
6.0,2160.0,3240.0,191
3.0,1440.0,2780.0,135
2.0,1000.0,4700.0,55
2.0,1300.0,6150.0,35
4.0,1300.0,2460.0,33
2.0,3000.0,2500.0,110
2.0,1200.0,6670.0,35
4.0,2879.0,5210.0,144
3.0,1800.0,5550.0,11
3.0,1500.0,3670.0,122
2.0,1500.0,1530.0,20
6.0,1600.0,4059.9999999999995,86
6.0,2160.0,3240.0,191
3.0,2160.0,2780.0,94
3.0,1060.0,2360.0,122
2.0,1800.0,1670.0,122
5.0,1511.0,6950.0,122
2.0,800.0,6380.0,16
3.0,1799.0,7230.0,186
2.0,1979.0,1510.0,122
2.0,1520.0,4280.0,166
2.0,940.0,3720.0,27
2.0,1550.0,3030.0,122
2.0,1500.0,5000.0,114
6.0,2160.0,3470.0,175
5.0,1110.0,6310.0,175
6.0,2160.0,3240.0,191
3.0,2160.0,2780.0,94
3.0,1060.0,2360.0,122
2.0,1800.0,1670.0,122
5.0,1511.0,6950.0,122
2.0,800.0,6380.0,16
3.0,1799.0,7230.0,186
2.0,1979.0,1510.0,122
2.0,1520.0,4280.0,166
2.0,940.0,3720.0,27
2.0,1550.0,3030.0,122
2.0,1500.0,5000.0,114
6.0,2160.0,3470.0,175
5.0,2500.0,4000.0,23
2.0,1100.0,2000.0,21
6.0,2100.0,4520.0,19
2.0,1400.0,2140.0,94
6.0,2160.0,2310.0,122
2.0,700.0,2290.0,146
4.0,3000.0,5000.0,81
5.0,2200.0,6820.0,91
6.0,2160.0,3240.0,191
5.0,2500.0,4000.0,23
2.0,1100.0,2000.0,21
6.0,2100.0,4520.0,19
2.0,1400.0,2140.0,94
6.0,2160.0,2310.0,122
2.0,700.0,2290.0,146
4.0,3000.0,5000.0,81
5.0,2200.0,6820.0,91
3.0,1500.0,5000.0,155
7.0,3500.0,2710.0,122
4.0,2400.0,4130.0,116
5.0,2500.0,4000.0,23
2.0,2160.0,2780.0,64
2.0,1442.0,1250.0,166
6.0,2400.0,3330.0,15
3.0,1300.0,5000.0,136
3.0,1500.0,5000.0,155
7.0,3500.0,2710.0,122
4.0,2400.0,4130.0,116
5.0,2500.0,4000.0,23
2.0,2160.0,2780.0,64
2.0,1442.0,1250.0,166
6.0,2400.0,3330.0,15
3.0,1300.0,5000.0,136
5.0,1660.0,2770.0,2
3.0,1400.0,4640.0,42
4.0,1500.0,6400.0,180
4.0,1600.0,4059.9999999999995,6
5.0,2100.0,4520.0,175
2.0,1400.0,2500.0,132
6.0,1500.0,3330.0,122
2.0,850.0,8230.0,74
5.0,2600.0,2880.0,122
5.0,900.0,6110.0,10
2.0,900.0,840.0,106
2.0,780.0,6150.0,122
6.0,3200.0,2340.0,16
5.0,1660.0,2770.0,2
3.0,1400.0,4640.0,42
4.0,1500.0,6400.0,180
4.0,1600.0,4059.9999999999995,6
5.0,2100.0,4520.0,175
2.0,1400.0,2500.0,132
6.0,1500.0,3330.0,122
2.0,850.0,8230.0,74
5.0,2600.0,2880.0,122
5.0,900.0,6110.0,10
2.0,900.0,840.0,106
2.0,780.0,6150.0,122
6.0,3200.0,2340.0,16
3.0,1200.0,2920.0,181
2.0,760.0,3950.0,169
2.0,1200.0,2920.0,33
4.0,1620.0,2040.0,200
2.0,1080.0,4630.0,35
2.0,1500.0,2600.0,158
3.0,550.0,3000.0,129
8.0,1800.0,6110.0,166
6.0,1600.0,156.0,192
2.0,1440.0,5550.0,5
3.0,1800.0,4720.0,161
3.0,3000.0,3170.0,2
3.0,1799.0,7230.0,186
7.0,3500.0,2710.0,122
5.0,2500.0,4000.0,23
3.0,1200.0,2920.0,181
2.0,760.0,3950.0,169
2.0,1200.0,2920.0,33
4.0,1620.0,2040.0,200
2.0,1080.0,4630.0,35
2.0,1500.0,2600.0,158
3.0,550.0,3000.0,129
8.0,1800.0,6110.0,166
6.0,1600.0,156.0,192
2.0,1440.0,5550.0,5
3.0,1800.0,4720.0,161
3.0,3000.0,3170.0,2
2.0,900.0,4220.0,27
3.0,620.0,6930.0,140
3.0,1800.0,4440.0,161
7.0,2800.0,4000.0,29
3.0,1408.0,2280.0,90
3.0,1040.0,4130.0,33
2.0,600.0,2500.0,187
2.0,1440.0,1250.0,44
6.0,1250.0,7600.0,79
3.0,1180.0,3050.0,27
3.0,1000.0,2000.0,25
3.0,1188.0,5470.0,40
2.0,1300.0,1380.0,135
2.0,1460.0,3420.0,99
3.0,1600.0,7500.0,138
2.0,900.0,4220.0,27
3.0,620.0,6930.0,140
3.0,1800.0,4440.0,161
7.0,2800.0,4000.0,29
3.0,1408.0,2280.0,90
3.0,1040.0,4130.0,33
2.0,600.0,2500.0,187
2.0,1440.0,1250.0,44
6.0,1250.0,7600.0,79
3.0,1180.0,3050.0,27
3.0,1000.0,2000.0,25
3.0,1188.0,5470.0,40
2.0,1300.0,1380.0,135
2.0,1460.0,3420.0,99
3.0,1600.0,7500.0,138
5.0,1500.0,4000.0,63
1.0,1000.0,2800.0,110
3.0,1350.0,3480.0,158
1.0,450.0,3580.0,90
5.0,2500.0,5600.0,6
4.0,1200.0,4330.0,161
6.0,2858.0,4900.0,6
8.0,2800.0,2320.0,67
5.0,2345.0,2770.0,67
5.0,2600.0,2880.0,122
3.0,1800.0,4720.0,161
3.0,3000.0,3170.0,2
3.0,1408.0,2280.0,90
5.0,1500.0,4000.0,63
1.0,1000.0,2800.0,110
3.0,1350.0,3480.0,158
1.0,450.0,3580.0,90
5.0,2500.0,5600.0,6
4.0,1200.0,4330.0,161
6.0,2858.0,4900.0,6
8.0,2800.0,2320.0,67
5.0,2345.0,2770.0,67
2.0,1260.0,4760.0,122
7.0,2500.0,2400.0,12
2.0,1125.0,4180.0,102
2.0,1200.0,3920.0,102
5.0,2510.0,3980.0,86
2.0,1200.0,2750.0,1
3.0,1200.0,2130.0,35
2.0,740.0,2700.0,90
4.0,1600.0,3440.0,29
6.0,2500.0,4000.0,29
2.0,1080.0,1670.0,166
2.0,200.0,3500.0,74
4.0,1610.0,3540.0,164
3.0,2000.0,4000.0,33
4.0,1350.0,4000.0,125
2.0,900.0,3330.0,65
5.0,2500.0,5600.0,6
2.0,1260.0,4760.0,122
7.0,2500.0,2400.0,12
2.0,1125.0,4180.0,102
2.0,1200.0,3920.0,102
5.0,2510.0,3980.0,86
2.0,1200.0,2750.0,1
3.0,1200.0,2130.0,35
2.0,740.0,2700.0,90
4.0,1600.0,3440.0,29
6.0,2500.0,4000.0,29
2.0,1080.0,1670.0,166
2.0,200.0,3500.0,74
4.0,1610.0,3540.0,164
3.0,2000.0,4000.0,33
4.0,1350.0,4000.0,125
2.0,900.0,3330.0,65
2.0,976.0,3480.0,122
2.0,400.0,4250.0,2
5.0,2279.0,2850.0,27
2.0,450.0,3780.0,2
4.0,1500.0,6000.0,41
3.0,2000.0,1250.0,51
2.0,680.0,5960.0,36
3.0,880.0,4540.0,110
6.0,3500.0,1080.0,63
2.0,500.0,4600.0,125
3.0,1700.0,7940.0,140
1.0,700.0,1930.0,195
2.0,740.0,3240.0,6
3.0,1050.0,5710.0,10
2.0,976.0,3480.0,122
2.0,400.0,4250.0,2
5.0,2279.0,2850.0,27
2.0,450.0,3780.0,2
4.0,1500.0,6000.0,41
3.0,2000.0,1250.0,51
2.0,680.0,5960.0,36
3.0,880.0,4540.0,110
6.0,3500.0,1080.0,63
2.0,500.0,4600.0,125
3.0,1700.0,7940.0,140
1.0,700.0,1930.0,195
2.0,740.0,3240.0,6
3.0,1050.0,5710.0,10
2.0,750.0,1870.0,125
2.0,450.0,3780.0,26
1.0,3000.0,1500.0,122
6.0,2000.0,3750.0,33
7.0,2400.0,4170.0,106
2.0,1000.0,3800.0,166
2.0,920.0,4890.0,182
3.0,2160.0,4170.0,41
2.0,2095.0,2150.0,152
2.0,1500.0,6330.0,41
4.0,2520.0,3770.0,45
8.0,3350.0,4180.0,29
3.0,1100.0,4540.0,188
2.0,1440.0,1040.0,168
3.0,882.0,6690.0,143
3.0,1440.0,2080.0,90
2.0,750.0,1870.0,125
2.0,450.0,3780.0,26
1.0,3000.0,1500.0,122
6.0,2000.0,3750.0,33
7.0,2400.0,4170.0,106
2.0,1000.0,3800.0,166
2.0,920.0,4890.0,182
3.0,2160.0,4170.0,41
2.0,2095.0,2150.0,152
2.0,1500.0,6330.0,41
4.0,2520.0,3770.0,45
8.0,3350.0,4180.0,29
3.0,1100.0,4540.0,188
2.0,1440.0,1040.0,168
3.0,882.0,6690.0,143
3.0,1440.0,2080.0,90
5.0,1440.0,2430.0,155
6.0,2200.0,1820.0,56
3.0,2000.0,5500.0,28
7.0,2000.0,3000.0,52
2.0,1100.0,4090.0,166
2.0,1800.0,3440.0,121
4.0,1079.0,3890.0,33
7.0,3400.0,4410.0,182
1.0,2800.0,2860.0,33
5.0,1140.0,6750.0,90
2.0,1000.0,5200.0,35
3.0,1250.0,3040.0,2
3.0,1200.0,2500.0,113
2.0,450.0,3680.0,26
5.0,1440.0,2430.0,155
6.0,2200.0,1820.0,56
3.0,2000.0,5500.0,28
7.0,2000.0,3000.0,52
2.0,1100.0,4090.0,166
2.0,1800.0,3440.0,121
4.0,1079.0,3890.0,33
7.0,3400.0,4410.0,182
1.0,2800.0,2860.0,33
5.0,1140.0,6750.0,90
2.0,1000.0,5200.0,35
3.0,1250.0,3040.0,2
3.0,1200.0,2500.0,113
2.0,450.0,3680.0,26
3.0,1650.0,7580.0,35
2.0,600.0,3330.0,182
1.0,1000.0,2000.0,41
3.0,1500.0,1930.0,14
3.0,1150.0,3480.0,55
3.0,1200.0,2000.0,144
3.0,1800.0,833.0,159
3.0,1000.0,350.0,140
7.0,2550.0,5880.0,55
3.0,1200.0,2920.0,59
6.0,1050.0,5710.0,38
3.0,1250.0,2720.0,74
4.0,2722.0,991.0,110
2.0,997.0,4810.0,109
3.0,800.0,1880.0,182
3.0,1400.0,3570.0,44
5.0,2500.0,4800.0,93
3.0,1650.0,7580.0,35
2.0,600.0,3330.0,182
1.0,1000.0,2000.0,41
3.0,1500.0,1930.0,14
3.0,1150.0,3480.0,55
3.0,1200.0,2000.0,144
3.0,1800.0,833.0,159
3.0,1000.0,350.0,140
7.0,2550.0,5880.0,55
3.0,1200.0,2920.0,59
6.0,1050.0,5710.0,38
3.0,1250.0,2720.0,74
4.0,2722.0,991.0,110
2.0,997.0,4810.0,109
3.0,800.0,1880.0,182
3.0,1400.0,3570.0,44
5.0,2500.0,4800.0,93
2.0,1200.0,5000.0,9
4.0,1943.0,3090.0,132
2.0,780.0,5770.0,135
6.0,2200.0,4090.0,61
2.0,774.0,3490.0,26
2.0,950.0,3890.0,27
3.0,1400.0,7860.0,5
3.0,1260.0,3330.0,15
4.0,3000.0,4000.0,41
2.0,900.0,555.0,65
6.0,2507.0,3990.0,86
5.0,2200.0,3410.0,121
2.0,400.0,4000.0,26
3.0,1900.0,2420.0,166
5.0,1800.0,2780.0,109
4.0,3000.0,3330.0,182
4.0,1800.0,2220.0,109
2.0,600.0,2420.0,84
2.0,1200.0,5000.0,9
4.0,1943.0,3090.0,132
2.0,780.0,5770.0,135
6.0,2200.0,4090.0,61
2.0,774.0,3490.0,26
2.0,950.0,3890.0,27
3.0,1400.0,7860.0,5
3.0,1260.0,3330.0,15
4.0,3000.0,4000.0,41
2.0,900.0,555.0,65
6.0,2507.0,3990.0,86
5.0,2200.0,3410.0,121
2.0,400.0,4000.0,26
3.0,1900.0,2420.0,166
5.0,1800.0,2780.0,109
4.0,3000.0,3330.0,182
4.0,1800.0,2220.0,109
2.0,600.0,2420.0,84
1.0,350.0,3430.0,48
3.0,1900.0,2420.0,166
4.0,2970.0,2190.0,33
2.0,1619.0,1730.0,164
4.0,1700.0,2760.0,121
5.0,3400.0,1760.0,192
2.0,1440.0,2220.0,50
3.0,1500.0,6670.0,131
3.0,1900.0,5260.0,143
2.0,1370.0,2550.0,114
6.0,1440.0,3130.0,200
3.0,2880.0,1350.0,166
2.0,800.0,5000.0,194
2.0,2000.0,2000.0,79
2.0,1851.0,3000.0,159
1.0,1000.0,2000.0,41
3.0,1900.0,2420.0,166
4.0,2970.0,2190.0,33
2.0,1619.0,1730.0,164
4.0,1700.0,2760.0,121
5.0,3400.0,1760.0,192
2.0,1440.0,2220.0,50
3.0,1500.0,6670.0,131
3.0,1900.0,5260.0,143
2.0,1370.0,2550.0,114
6.0,1440.0,3130.0,200
3.0,2880.0,1350.0,166
2.0,800.0,5000.0,194
2.0,2000.0,2000.0,79
2.0,1851.0,3000.0,159
4.0,1420.0,2460.0,121
2.0,1080.0,1670.0,181
3.0,1400.0,2860.0,29
1.0,600.0,2670.0,121
4.0,1200.0,3170.0,144
4.0,1600.0,7000.0,97
2.0,900.0,3220.0,80
2.0,878.0,3640.0,80
5.0,3000.0,2830.0,175
3.0,1000.0,5000.0,44
4.0,2270.0,3740.0,3
5.0,1140.0,6750.0,90
2.0,1080.0,1670.0,181
3.0,1400.0,2860.0,29
1.0,600.0,2670.0,121
4.0,1200.0,3170.0,144
4.0,1600.0,7000.0,97
2.0,900.0,3220.0,80
2.0,878.0,3640.0,80
5.0,3000.0,2830.0,175
3.0,1000.0,5000.0,44
4.0,2270.0,3740.0,3
5.0,1900.0,5790.0,182
6.0,3000.0,3170.0,66
5.0,3000.0,5000.0,175
5.0,1891.0,4490.0,41
3.0,2000.0,6250.0,35
3.0,1075.0,2790.0,157
4.0,1440.0,5900.0,150
2.0,500.0,270.0,112
4.0,1850.0,4970.0,166
4.0,1400.0,3570.0,122
3.0,1000.0,5000.0,44
5.0,1900.0,5790.0,182
6.0,3000.0,3170.0,66
5.0,3000.0,5000.0,175
5.0,1891.0,4490.0,41
3.0,2000.0,6250.0,35
3.0,1075.0,2790.0,157
4.0,1440.0,5900.0,150
2.0,500.0,270.0,112
4.0,1850.0,4970.0,166
4.0,1400.0,3570.0,122
3.0,1080.0,3890.0,96
2.0,1080.0,3890.0,96
3.0,1000.0,4000.0,33
7.0,2300.0,5220.0,65
6.0,1200.0,7080.0,158
4.0,1087.0,5330.0,126
3.0,1500.0,2000.0,175
3.0,1200.0,7080.0,110
6.0,3000.0,3170.0,66
5.0,1891.0,4490.0,41
3.0,1080.0,3890.0,96
2.0,1080.0,3890.0,96
3.0,1000.0,4000.0,33
7.0,2300.0,5220.0,65
6.0,1200.0,7080.0,158
4.0,1087.0,5330.0,126
3.0,1500.0,2000.0,175
3.0,1200.0,7080.0,110
2.0,2231.0,1790.0,50
2.0,1500.0,3330.0,137
2.0,800.0,6880.0,166
3.0,1300.0,2690.0,148
4.0,2800.0,1960.0,45
2.0,1600.0,3750.0,122
1.0,400.0,3750.0,195
3.0,1800.0,2780.0,95
3.0,1800.0,2890.0,95
5.0,2700.0,4810.0,103
6.0,2000.0,6250.0,6
4.0,1883.0,3190.0,95
6.0,2000.0,1250.0,144
4.0,1440.0,6600.0,53
3.0,1080.0,3890.0,96
2.0,2231.0,1790.0,50
2.0,1500.0,3330.0,137
2.0,800.0,6880.0,166
3.0,1300.0,2690.0,148
4.0,2800.0,1960.0,45
2.0,1600.0,3750.0,122
1.0,400.0,3750.0,195
3.0,1800.0,2780.0,95
3.0,1800.0,2890.0,95
5.0,2700.0,4810.0,103
6.0,2000.0,6250.0,6
4.0,1883.0,3190.0,95
6.0,2000.0,1250.0,144
4.0,1440.0,6600.0,53
6.0,1456.0,6180.0,192
2.0,560.0,4460.0,182
5.0,2000.0,2750.0,27
2.0,750.0,4270.0,19
4.0,2450.0,3670.0,57
2.0,1450.0,1520.0,41
4.0,3500.0,714.0,30
3.0,1800.0,3330.0,87
2.0,728.0,5490.0,70
2.0,1000.0,3500.0,4
4.0,2500.0,6000.0,81
3.0,1080.0,3890.0,96
2.0,800.0,6880.0,166
6.0,1456.0,6180.0,192
2.0,560.0,4460.0,182
5.0,2000.0,2750.0,27
2.0,750.0,4270.0,19
4.0,2450.0,3670.0,57
2.0,1450.0,1520.0,41
4.0,3500.0,714.0,30
3.0,1800.0,3330.0,87
2.0,728.0,5490.0,70
2.0,1000.0,3500.0,4
4.0,2500.0,6000.0,81
3.0,1500.0,2330.0,148
4.0,1755.0,2560.0,175
2.0,1440.0,2500.0,175
5.0,2200.0,6140.0,81
2.0,3000.0,1170.0,51
3.0,1763.0,2890.0,166
2.0,900.0,4890.0,90
3.0,820.0,3170.0,121
2.0,750.0,4270.0,164
3.5,1200.0,5420.0,45
2.0,1600.0,3130.0,5
4.0,1500.0,1870.0,192
5.0,2200.0,5910.0,103
3.0,1500.0,2330.0,148
4.0,1755.0,2560.0,175
2.0,1440.0,2500.0,175
5.0,2200.0,6140.0,81
2.0,3000.0,1170.0,51
3.0,1763.0,2890.0,166
2.0,900.0,4890.0,90
3.0,820.0,3170.0,121
2.0,750.0,4270.0,164
3.5,1200.0,5420.0,45
2.0,1600.0,3130.0,5
4.0,1500.0,1870.0,192
5.0,2200.0,5910.0,103
5.0,2500.0,2800.0,120
5.0,3000.0,2330.0,29
2.0,550.0,2910.0,147
1.0,720.0,2500.0,147
4.0,1800.0,2220.0,159
2.0,900.0,5550.0,98
4.0,1200.0,3330.0,133
3.0,1500.0,7330.0,189
7.0,3240.0,987.0,79
3.0,2379.0,3070.0,166
8.0,1800.0,3610.0,166
5.0,2500.0,2800.0,120
5.0,3000.0,2330.0,29
2.0,550.0,2910.0,147
1.0,720.0,2500.0,147
4.0,1800.0,2220.0,159
2.0,900.0,5550.0,98
4.0,1200.0,3330.0,133
3.0,1500.0,7330.0,189
7.0,3240.0,987.0,79
3.0,2379.0,3070.0,166
8.0,1800.0,3610.0,166
2.0,2277.0,3290.0,33
2.0,2385.0,2940.0,94
2.0,1200.0,1830.0,20
4.0,1000.0,4200.0,80
3.0,3000.0,1500.0,29
6.0,1700.0,3820.0,159
2.0,700.0,3570.0,121
3.0,1480.0,4390.0,143
3.0,2379.0,3070.0,166
2.0,2277.0,3290.0,33
2.0,2385.0,2940.0,94
2.0,1200.0,1830.0,20
4.0,1000.0,4200.0,80
3.0,3000.0,1500.0,29
6.0,1700.0,3820.0,159
2.0,700.0,3570.0,121
3.0,1480.0,4390.0,143
3.0,1335.0,2850.0,90
2.0,1700.0,2350.0,119
4.0,1087.0,5980.0,183
2.0,1080.0,3700.0,122
2.0,385.0,4420.0,156
2.0,650.0,2770.0,106
3.0,1250.0,4320.0,143
2.0,980.0,4080.0,143
3.0,1488.0,3700.0,143
3.0,1480.0,4050.0,143
2.0,850.0,4120.0,23
1.0,1744.0,2580.0,8
3.0,1100.0,2410.0,30
2.0,1080.0,1570.0,33
3.0,1335.0,2850.0,90
2.0,1700.0,2350.0,119
4.0,1087.0,5980.0,183
2.0,1080.0,3700.0,122
2.0,385.0,4420.0,156
2.0,650.0,2770.0,106
3.0,1250.0,4320.0,143
2.0,980.0,4080.0,143
3.0,1488.0,3700.0,143
3.0,1480.0,4050.0,143
2.0,850.0,4120.0,23
1.0,1744.0,2580.0,8
3.0,1100.0,2410.0,30
2.0,1080.0,1570.0,33
5.0,2000.0,4000.0,86
2.0,1200.0,2920.0,166
3.0,1275.0,3920.0,35
2.0,715.0,3920.0,77
