BHK,Total_Sq.ft,Price_per_sq.ft,Region
2.0,675.0,4150.0,77
4.0,1000.0,1500.0,44
7.0,2500.0,5200.0,146
2.0,1800.0,1390.0,146
2.0,1700.0,2940.0,167
2.0,960.0,5420.0,35
3.0,1100.0,7270.0,166
7.0,1850.0,3350.0,49
5.0,2000.0,4000.0,86
2.0,1200.0,2920.0,166
3.0,1275.0,3920.0,35
2.0,715.0,3920.0,77
2.0,675.0,4150.0,77
4.0,1000.0,1500.0,44
7.0,2500.0,5200.0,146
2.0,1800.0,1390.0,146
2.0,1700.0,2940.0,167
2.0,960.0,5420.0,35
3.0,1100.0,7270.0,166
7.0,1850.0,3350.0,49
3.0,1440.0,2500.0,50
2.0,2500.0,2600.0,144
2.0,2100.0,2140.0,41
5.0,2200.0,6820.0,104
5.0,2400.0,6250.0,104
6.0,3000.0,4670.0,173
1.0,1400.0,4290.0,64
6.0,2400.0,3130.0,181
3.0,720.0,3610.0,74
8.0,3500.0,2140.0,35
2.0,1080.0,3700.0,122
3.0,1440.0,2500.0,50
2.0,2500.0,2600.0,144
2.0,2100.0,2140.0,41
5.0,2200.0,6820.0,104
5.0,2400.0,6250.0,104
6.0,3000.0,4670.0,173
1.0,1400.0,4290.0,64
6.0,2400.0,3130.0,181
3.0,720.0,3610.0,74
8.0,3500.0,2140.0,35
2.0,1800.0,3500.0,122
2.0,1080.0,2220.0,45
2.0,2385.0,2730.0,94
2.0,1031.0,4850.0,122
3.0,1100.0,4090.0,36
4.0,1400.0,6430.0,96
3.0,2000.0,3000.0,122
2.0,2200.0,1770.0,32
2.0,1440.0,2150.0,33
4.0,1440.0,3680.0,150
2.0,2100.0,2140.0,41
2.0,1800.0,3500.0,122
2.0,1080.0,2220.0,45
2.0,2385.0,2730.0,94
2.0,1031.0,4850.0,122
3.0,1100.0,4090.0,36
4.0,1400.0,6430.0,96
3.0,2000.0,3000.0,122
2.0,2200.0,1770.0,32
2.0,1440.0,2150.0,33
4.0,1440.0,3680.0,150
6.0,2000.0,6000.0,81
3.0,1200.0,6670.0,6
2.0,1080.0,3240.0,96
5.0,3000.0,733.0,122
5.0,1600.0,2190.0,122
4.0,3000.0,1170.0,122
6.0,2000.0,6000.0,81
2.0,950.0,4740.0,200
2.0,1200.0,3750.0,27
3.0,2176.0,3310.0,165
2.0,850.0,2120.0,159
2.0,1200.0,2830.0,61
5.0,3000.0,2330.0,181
3.0,1000.0,5600.0,79
3.0,1000.0,5600.0,79
2.0,960.0,5420.0,35
6.0,2000.0,6000.0,81
3.0,1200.0,6670.0,6
2.0,1080.0,3240.0,96
5.0,3000.0,733.0,122
5.0,1600.0,2190.0,122
4.0,3000.0,1170.0,122
6.0,2000.0,6000.0,81
2.0,950.0,4740.0,200
2.0,1200.0,3750.0,27
3.0,2176.0,3310.0,165
2.0,850.0,2120.0,159
2.0,1200.0,2830.0,61
5.0,3000.0,2330.0,181
3.0,1000.0,5600.0,79
3.0,1000.0,5600.0,79
4.0,2500.0,4800.0,118
2.0,630.0,1590.0,144
2.0,680.0,1470.0,144
2.0,900.0,4440.0,33
1.0,250.0,8000.0,126
6.0,3000.0,2000.0,36
3.0,720.0,7640.0,26
7.0,2260.0,3320.0,164
2.0,820.0,3660.0,122
2.0,750.0,6000.0,50
2.0,750.0,6000.0,50
2.0,750.0,6000.0,50
5.0,2700.0,4810.0,103
3.0,1440.0,3470.0,2
5.0,1500.0,6670.0,2
2.0,1080.0,3240.0,96
4.0,2500.0,4800.0,118
2.0,630.0,1590.0,144
2.0,680.0,1470.0,144
2.0,900.0,4440.0,33
1.0,250.0,8000.0,126
6.0,3000.0,2000.0,36
3.0,720.0,7640.0,26
7.0,2260.0,3320.0,164
2.0,820.0,3660.0,122
2.0,750.0,6000.0,50
2.0,750.0,6000.0,50
2.0,750.0,6000.0,50
5.0,2700.0,4810.0,103
3.0,1440.0,3470.0,2
5.0,1500.0,6670.0,2
1.0,553.0,5000.0,122
5.0,1500.0,6670.0,2
4.0,900.0,4440.0,136
6.0,3000.0,4670.0,88
1.0,400.0,3750.0,49
3.0,1200.0,3750.0,29
6.0,3000.0,5000.0,36
2.0,1200.0,5830.0,36
3.0,1200.0,2500.0,144
3.0,2880.0,2810.0,182
3.0,1480.0,4260.0,143
2.0,1600.0,3130.0,167
1.0,553.0,5000.0,122
5.0,1500.0,6670.0,2
4.0,900.0,4440.0,136
6.0,3000.0,4670.0,88
1.0,400.0,3750.0,49
3.0,1200.0,3750.0,29
6.0,3000.0,5000.0,36
2.0,1200.0,5830.0,36
3.0,1200.0,2500.0,144
3.0,2880.0,2810.0,182
3.0,1480.0,4260.0,143
2.0,1600.0,3130.0,167
2.0,1500.0,1670.0,109
2.0,624.0,3040.0,26
4.0,1400.0,7140.0,139
5.0,2500.0,2880.0,154
5.0,2500.0,2880.0,154
6.0,2304.0,6510.0,131
4.0,2900.0,3790.0,101
4.0,3118.0,3850.0,101
2.0,1500.0,1670.0,109
2.0,624.0,3040.0,26
4.0,1400.0,7140.0,139
5.0,2500.0,2880.0,154
5.0,2500.0,2880.0,154
6.0,2304.0,6510.0,131
4.0,2900.0,3790.0,101
4.0,3118.0,3850.0,101
5.0,1576.0,4440.0,151
5.0,1800.0,4000.0,63
2.0,770.0,1820.0,31
6.0,1860.0,3490.0,166
2.0,760.0,7890.0,79
6.0,1450.0,4480.0,166
6.0,1200.0,6670.0,148
3.0,1000.0,3500.0,86
3.0,1300.0,5380.0,64
2.0,750.0,1870.0,31
6.0,2100.0,3810.0,192
6.0,2400.0,6250.0,87
5.0,2000.0,7500.0,29
2.0,800.0,4250.0,172
4.0,2000.0,7500.0,150
3.0,1400.0,5360.0,63
2.0,1080.0,4630.0,109
5.0,1576.0,4440.0,151
5.0,1800.0,4000.0,63
2.0,770.0,1820.0,31
6.0,1860.0,3490.0,166
2.0,760.0,7890.0,79
6.0,1450.0,4480.0,166
6.0,1200.0,6670.0,148
3.0,1000.0,3500.0,86
3.0,1300.0,5380.0,64
2.0,750.0,1870.0,31
6.0,2100.0,3810.0,192
6.0,2400.0,6250.0,87
5.0,2000.0,7500.0,29
2.0,800.0,4250.0,172
4.0,2000.0,7500.0,150
3.0,1400.0,5360.0,63
2.0,1080.0,4630.0,109
4.0,1600.0,2810.0,122
3.0,600.0,7500.0,45
2.0,1190.0,3280.0,154
4.0,3500.0,1910.0,122
3.0,1750.0,5140.0,121
5.0,1800.0,4440.0,4
5.0,1784.0,5880.0,26
3.0,2880.0,1390.0,166
3.0,1200.0,3080.0,184
5.0,1440.0,1740.0,159
6.0,1260.0,7540.0,95
5.0,2200.0,3640.0,81
4.0,1600.0,2810.0,122
3.0,600.0,7500.0,45
2.0,1190.0,3280.0,154
4.0,3500.0,1910.0,122
3.0,1750.0,5140.0,121
5.0,1800.0,4440.0,4
5.0,1784.0,5880.0,26
3.0,2880.0,1390.0,166
3.0,1200.0,3080.0,184
5.0,1440.0,1740.0,159
6.0,1260.0,7540.0,95
5.0,2200.0,3640.0,81
4.0,1900.0,4740.0,38
3.0,857.0,4670.0,86
3.0,578.0,6920.0,29
2.0,270.0,7410.0,104
4.0,1300.0,8460.0,180
2.0,1000.0,3000.0,72
1.0,1800.0,4720.0,90
4.0,1800.0,2780.0,142
6.0,3500.0,2430.0,60
5.0,1000.0,7500.0,38
4.0,1800.0,5000.0,132
4.0,3500.0,1910.0,122
4.0,1900.0,4740.0,38
3.0,857.0,4670.0,86
3.0,578.0,6920.0,29
2.0,270.0,7410.0,104
4.0,1300.0,8460.0,180
2.0,1000.0,3000.0,72
1.0,1800.0,4720.0,90
4.0,1800.0,2780.0,142
6.0,3500.0,2430.0,60
5.0,1000.0,7500.0,38
4.0,1800.0,5000.0,132
5.0,2400.0,4170.0,29
3.0,2100.0,2760.0,65
2.0,1125.0,4270.0,108
2.0,780.0,2690.0,193
4.0,3000.0,4670.0,33
1.0,400.0,3500.0,17
2.0,810.0,4320.0,117
3.0,1183.0,4230.0,168
4.0,1550.0,1160.0,125
5.0,2088.0,1440.0,87
8.0,2520.0,3570.0,61
3.0,1500.0,466.0,27
4.0,1600.0,4380.0,175
4.0,3500.0,1910.0,122
5.0,2400.0,4170.0,29
3.0,2100.0,2760.0,65
2.0,1125.0,4270.0,108
2.0,780.0,2690.0,193
4.0,3000.0,4670.0,33
1.0,400.0,3500.0,17
2.0,810.0,4320.0,117
3.0,1183.0,4230.0,168
4.0,1550.0,1160.0,125
5.0,2088.0,1440.0,87
8.0,2520.0,3570.0,61
3.0,1500.0,466.0,27
4.0,1600.0,4380.0,175
3.0,1800.0,2220.0,121
4.0,1440.0,1530.0,62
2.0,1440.0,1880.0,155
6.0,2168.0,5070.0,181
3.0,1440.0,2780.0,137
2.0,2900.0,1270.0,166
5.0,1440.0,4030.0000000000005,74
5.0,2200.0,2500.0,110
2.0,500.0,7000.0,45
5.0,1800.0,3890.0,166
3.0,1800.0,2220.0,121
4.0,1440.0,1530.0,62
2.0,1440.0,1880.0,155
6.0,2168.0,5070.0,181
3.0,1440.0,2780.0,137
2.0,2900.0,1270.0,166
5.0,1440.0,4030.0000000000005,74
5.0,2200.0,2500.0,110
2.0,500.0,7000.0,45
5.0,1800.0,3890.0,166
7.0,1400.0,7860.0,149
8.0,2480.0,3990.0,33
1.0,1440.0,2220.0,194
3.0,1500.0,4670.0,194
3.0,1700.0,4880.0,33
1.0,240.0,3540.0,129
3.0,1200.0,5830.0,143
3.0,1240.0,5640.0,143
1.0,350.0,2860.0,195
5.0,900.0,6670.0,26
6.0,1500.0,5330.0,27
2.0,740.0,2970.0,7
6.0,2000.0,1500.0,50
3.0,1400.0,1570.0,80
2.0,900.0,2440.0,80
4.0,1440.0,1940.0,170
3.0,1800.0,6110.0,69
5.0,1650.0,2300.0,166
2.0,1500.0,2870.0,192
2.0,1080.0,1760.0,80
2.0,746.0,3480.0,43
3.0,1440.0,3820.0,23
3.0,910.0,5270.0,192
2.0,841.0,4160.0,95
2.0,900.0,2440.0,80
4.0,1440.0,1940.0,170
3.0,1800.0,6110.0,69
5.0,1650.0,2300.0,166
2.0,1500.0,2870.0,192
2.0,1080.0,1760.0,80
2.0,746.0,3480.0,43
3.0,1440.0,3820.0,23
3.0,910.0,5270.0,192
2.0,841.0,4160.0,95
5.0,2200.0,2950.0,166
2.0,650.0,6150.0,182
5.0,2000.0,3500.0,41
3.0,3000.0,3330.0,33
3.0,870.0,4600.0,182
2.0,1500.0,7330.0,106
6.0,2000.0,1750.0,164
4.0,675.0,6670.0,2
2.0,1024.0,2780.0,197
2.0,1300.0,2770.0,80
4.0,2200.0,1820.0,95
2.0,2200.0,3180.0,28
6.0,3484.0,3160.0,50
5.0,1600.0,4250.0,166
2.0,650.0,6150.0,182
5.0,2000.0,3500.0,41
3.0,3000.0,3330.0,33
3.0,870.0,4600.0,182
2.0,1500.0,7330.0,106
6.0,2000.0,1750.0,164
4.0,675.0,6670.0,2
2.0,1024.0,2780.0,197
2.0,1300.0,2770.0,80
4.0,2200.0,1820.0,95
2.0,2200.0,3180.0,28
6.0,3484.0,3160.0,50
5.0,1600.0,4250.0,166
5.0,2160.0,1480.0,5
2.0,1440.0,4170.0,143
7.0,3000.0,3170.0,192
5.0,2100.0,2620.0,158
2.0,760.0,4310.0,81
3.0,1440.0,1740.0,166
3.0,1800.0,3890.0,166
2.0,1400.0,2140.0,45
5.0,2160.0,1480.0,5
2.0,1440.0,4170.0,143
7.0,3000.0,3170.0,192
5.0,2100.0,2620.0,158
2.0,760.0,4310.0,81
3.0,1440.0,1740.0,166
3.0,1800.0,3890.0,166
2.0,1400.0,2140.0,45
2.0,900.0,3330.0,0
4.0,2000.0,4000.0,166
5.0,1500.0,3670.0,2
5.0,3500.0,3430.0,181
2.0,1000.0,2000.0,32
5.0,3500.0,2570.0,43
5.0,2520.0,3170.0,26
4.0,2000.0,2500.0,145
2.0,1400.0,2570.0,74
3.0,2500.0,4800.0,173
3.0,1650.0,5150.0,166
3.0,1920.0,5470.0,196
6.0,2800.0,3570.0,74
6.0,3000.0,3330.0,74
2.0,900.0,3330.0,0
4.0,2000.0,4000.0,166
5.0,1500.0,3670.0,2
5.0,3500.0,3430.0,181
2.0,1000.0,2000.0,32
5.0,3500.0,2570.0,43
5.0,2520.0,3170.0,26
4.0,2000.0,2500.0,145
2.0,1400.0,2570.0,74
3.0,2500.0,4800.0,173
3.0,1650.0,5150.0,166
3.0,1920.0,5470.0,196
6.0,2800.0,3570.0,74
6.0,3000.0,3330.0,74
2.0,1000.0,2700.0,100
2.0,550.0,4910.0,97
6.0,3200.0,2660.0,17
4.0,2600.0,2120.0,144
3.0,2880.0,1390.0,41
6.0,2000.0,4500.0,74
5.0,2020.0,4950.0,48
1.0,1800.0,4720.0,33
3.0,1200.0,5420.0,100
6.0,2450.0,1840.0,179
4.0,1700.0,1880.0,132
5.0,2000.0,7500.0,10
5.0,1600.0,4250.0,166
2.0,1000.0,2700.0,100
2.0,550.0,4910.0,97
6.0,3200.0,2660.0,17
4.0,2600.0,2120.0,144
3.0,2880.0,1390.0,41
6.0,2000.0,4500.0,74
5.0,2020.0,4950.0,48
1.0,1800.0,4720.0,33
3.0,1200.0,5420.0,100
6.0,2450.0,1840.0,179
4.0,1700.0,1880.0,132
5.0,2000.0,7500.0,10
6.0,3200.0,3440.0,145
5.0,1800.0,2500.0,35
3.0,1440.0,2080.0,122
3.0,1300.0,3460.0,84
3.0,1092.0,3210.0,179
5.0,2200.0,3640.0,173
2.0,1440.0,902.0,5
4.0,1800.0,1940.0,66
4.0,2000.0,3250.0,72
4.0,2500.0,5200.0,23
6.0,1440.0,4510.0,130
3.0,840.0,5360.0,173
2.0,780.0,5770.0,64
6.0,3500.0,3710.0,74
4.0,2200.0,3640.0,173
2.0,1000.0,2000.0,32
6.0,3200.0,3440.0,145
5.0,1800.0,2500.0,35
3.0,1440.0,2080.0,122
3.0,1300.0,3460.0,84
3.0,1092.0,3210.0,179
5.0,2200.0,3640.0,173
2.0,1440.0,902.0,5
4.0,1800.0,1940.0,66
4.0,2000.0,3250.0,72
4.0,2500.0,5200.0,23
6.0,1440.0,4510.0,130
3.0,840.0,5360.0,173
2.0,780.0,5770.0,64
6.0,3500.0,3710.0,74
4.0,2200.0,3640.0,173
4.0,1850.0,6760.0,97
3.0,1440.0,4380.0,180
4.0,2100.0,3810.0,166
8.0,3000.0,5000.0,33
3.0,2160.0,1850.0,41
7.0,1500.0,4330.0,121
5.0,1800.0,6110.0,60
4.0,1100.0,3180.0,109
4.0,1800.0,2500.0,109
8.0,2900.0,2930.0,144
3.0,1400.0,3570.0,110
2.0,1800.0,2220.0,181
2.0,450.0,5330.0,37
6.0,2450.0,1840.0,179
4.0,1850.0,6760.0,97
3.0,1440.0,4380.0,180
4.0,2100.0,3810.0,166
8.0,3000.0,5000.0,33
3.0,2160.0,1850.0,41
7.0,1500.0,4330.0,121
5.0,1800.0,6110.0,60
4.0,1100.0,3180.0,109
4.0,1800.0,2500.0,109
8.0,2900.0,2930.0,144
3.0,1400.0,3570.0,110
2.0,1800.0,2220.0,181
2.0,450.0,5330.0,37
2.0,400.0,3000.0,36
4.0,780.0,7430.0,65
2.0,740.0,6490.0,86
3.0,2160.0,3700.0,95
4.0,1710.0,7310.0,158
3.0,3240.0,4630.0,141
4.0,1500.0,5670.0,180
5.0,2159.0,5560.0,27
5.0,1800.0,2890.0,90
3.0,1840.0,3530.0,151
3.0,1600.0,2500.0,86
4.0,1200.0,5000.0,161
5.0,1600.0,4059.9999999999995,106
3.0,1500.0,2000.0,122
6.0,3000.0,2500.0,164
3.0,1440.0,2080.0,122
8.0,2900.0,2930.0,144
2.0,400.0,3000.0,36
4.0,780.0,7430.0,65
2.0,740.0,6490.0,86
3.0,2160.0,3700.0,95
4.0,1710.0,7310.0,158
3.0,3240.0,4630.0,141
4.0,1500.0,5670.0,180
5.0,2159.0,5560.0,27
5.0,1800.0,2890.0,90
3.0,1840.0,3530.0,151
3.0,1600.0,2500.0,86
4.0,1200.0,5000.0,161
5.0,1600.0,4059.9999999999995,106
3.0,1500.0,2000.0,122
6.0,3000.0,2500.0,164
2.0,1050.0,2380.0,64
2.0,850.0,4710.0,130
4.0,2880.0,2740.0,161
3.0,1500.0,6000.0,63
6.0,2000.0,5000.0,27
3.0,1000.0,1600.0,27
4.0,1350.0,5550.0,142
2.0,2000.0,3000.0,76
4.0,1440.0,6460.0,186
1.0,450.0,3110.0,14
6.0,2300.0,4350.0,29
5.0,960.0,3960.0,16
7.0,1000.0,6500.0,41
3.0,1220.0,5330.0,144
4.0,1000.0,3400.0,192
3.0,1800.0,2670.0,41
6.0,2000.0,2250.0,175
1.0,220.0,5450.0,188
3.0,1000.0,5550.0,41
2.0,560.0,2140.0,69
4.0,1250.0,3360.0,84
1.0,200.0,6000.0,188
3.0,995.0,3520.0,104
2.0,750.0,6000.0,4
3.0,3360.0,1640.0,189
7.0,1000.0,6500.0,41
3.0,1220.0,5330.0,144
4.0,1000.0,3400.0,192
3.0,1800.0,2670.0,41
6.0,2000.0,2250.0,175
1.0,220.0,5450.0,188
3.0,1000.0,5550.0,41
2.0,560.0,2140.0,69
4.0,1250.0,3360.0,84
1.0,200.0,6000.0,188
3.0,995.0,3520.0,104
2.0,750.0,6000.0,4
3.0,3360.0,1640.0,189
2.0,710.0,2600.0,142
3.0,800.0,875.0,89
1.0,1124.0,2320.0,79
3.0,1700.0,4120.0,86
2.0,1000.0,3000.0,137
2.0,1800.0,2220.0,41
2.0,680.0,5150.0,192
4.0,2000.0,7500.0,60
3.0,2500.0,4000.0,86
6.0,2600.0,4620.0,45
5.0,1500.0,3000.0,122
3.0,1800.0,2780.0,41
3.0,1200.0,5420.0,174
3.0,1220.0,5330.0,144
6.0,2000.0,2250.0,175
2.0,710.0,2600.0,142
3.0,800.0,875.0,89
1.0,1124.0,2320.0,79
3.0,1700.0,4120.0,86
2.0,1000.0,3000.0,137
2.0,1800.0,2220.0,41
2.0,680.0,5150.0,192
4.0,2000.0,7500.0,60
3.0,2500.0,4000.0,86
6.0,2600.0,4620.0,45
5.0,1500.0,3000.0,122
3.0,1800.0,2780.0,41
3.0,1200.0,5420.0,174
2.0,852.0,6460.0,67
4.0,2000.0,3000.0,110
2.0,500.0,2500.0,112
5.0,2200.0,3180.0,26
5.0,1500.0,2670.0,79
2.0,2000.0,3000.0,100
1.0,500.0,3100.0,14
1.0,220.0,5910.0,19
4.0,3200.0,1250.0,80
1.0,350.0,4430.0,14
3.0,1700.0,4710.0,86
3.0,1220.0,5330.0,144
2.0,852.0,6460.0,67
4.0,2000.0,3000.0,110
2.0,500.0,2500.0,112
5.0,2200.0,3180.0,26
5.0,1500.0,2670.0,79
2.0,2000.0,3000.0,100
1.0,500.0,3100.0,14
1.0,220.0,5910.0,19
4.0,3200.0,1250.0,80
1.0,350.0,4430.0,14
3.0,1700.0,4710.0,86
3.0,2880.0,2710.0,151
6.0,2520.0,2380.0,192
1.0,2100.0,2140.0,123
6.0,900.0,7780.0,145
2.0,700.0,3570.0,18
4.0,2000.0,2500.0,152
5.0,1800.0,3890.0,63
3.0,1000.0,5000.0,19
2.0,936.0,7480.0,37
4.0,2000.0,1900.0,41
4.0,3500.0,4290.0,118
3.0,2952.0,2200.0,85
2.0,560.0,2860.0,189
3.0,2880.0,2710.0,151
6.0,2520.0,2380.0,192
1.0,2100.0,2140.0,123
6.0,900.0,7780.0,145
2.0,700.0,3570.0,18
4.0,2000.0,2500.0,152
5.0,1800.0,3890.0,63
3.0,1000.0,5000.0,19
2.0,936.0,7480.0,37
4.0,2000.0,1900.0,41
4.0,3500.0,4290.0,118
3.0,2952.0,2200.0,85
2.0,560.0,2860.0,189
6.0,2880.0,2950.0,159
4.0,2400.0,2500.0,158
1.0,720.0,2780.0,116
7.0,3300.0,2580.0,35
6.0,2400.0,3750.0,60
4.0,2500.0,1800.0,41
2.0,1440.0,1740.0,199
2.0,1150.0,6090.0,188
2.0,1069.0,3690.0,164
1.0,1500.0,3330.0,110
6.0,2115.0,4019.9999999999995,81
4.0,1440.0,2780.0,80
3.0,740.0,5670.0,38
6.0,2880.0,2950.0,159
4.0,2400.0,2500.0,158
1.0,720.0,2780.0,116
7.0,3300.0,2580.0,35
6.0,2400.0,3750.0,60
4.0,2500.0,1800.0,41
2.0,1440.0,1740.0,199
2.0,1150.0,6090.0,188
2.0,1069.0,3690.0,164
1.0,1500.0,3330.0,110
6.0,2115.0,4019.9999999999995,81
4.0,1440.0,2780.0,80
3.0,740.0,5670.0,38
3.0,1335.0,2850.0,90
2.0,900.0,6110.0,15
4.0,1700.0,5590.0,67
1.0,270.0,7410.0,80
6.0,2168.0,4610.0,181
5.0,2000.0,3500.0,134
1.0,270.0,7410.0,100
5.0,2500.0,3000.0,2
3.0,1180.0,4500.0,173
2.0,845.0,4500.0,173
3.0,1226.0,4500.0,173
3.0,1500.0,6330.0,19
3.0,1665.0,2370.0,152
4.0,2300.0,3690.0,43
1.0,220.0,6820.0,37
3.0,1000.0,3500.0,184
2.0,1750.0,3430.0,74
6.0,2880.0,2950.0,159
1.0,720.0,2780.0,116
3.0,1335.0,2850.0,90
2.0,900.0,6110.0,15
4.0,1700.0,5590.0,67
1.0,270.0,7410.0,80
6.0,2168.0,4610.0,181
5.0,2000.0,3500.0,134
1.0,270.0,7410.0,100
5.0,2500.0,3000.0,2
3.0,1180.0,4500.0,173
2.0,845.0,4500.0,173
3.0,1226.0,4500.0,173
3.0,1500.0,6330.0,19
3.0,1665.0,2370.0,152
4.0,2300.0,3690.0,43
1.0,220.0,6820.0,37
3.0,1000.0,3500.0,184
2.0,1750.0,3430.0,74
4.0,1440.0,4170.0,71
3.0,3000.0,2170.0,161
3.0,1440.0,4170.0,76
5.0,660.0,7880.0,11
3.0,1400.0,4290.0,41
6.0,2411.0,1950.0,122
1.0,720.0,2780.0,116
4.0,1440.0,4170.0,71
3.0,3000.0,2170.0,161
3.0,1440.0,4170.0,76
5.0,660.0,7880.0,11
3.0,1400.0,4290.0,41
6.0,2411.0,1950.0,122
3.0,576.0,6940.0,22
4.0,3000.0,4170.0,151
1.0,600.0,3670.0,192
2.0,1500.0,1400.0,79
2.0,750.0,3330.0,11
6.0,3200.0,4059.9999999999995,109
3.0,1500.0,4000.0,59
2.0,800.0,5000.0,11
1.0,600.0,4330.0,72
2.0,800.0,8130.000000000001,75
3.0,728.0,5770.0,120
5.0,2620.0,2480.0,179
4.0,2500.0,2200.0,23
5.0,2410.0,2260.0,179
2.0,1800.0,6110.0,195
4.0,2000.0,4750.0,57
3.0,1665.0,2370.0,152
3.0,1000.0,3500.0,184
3.0,576.0,6940.0,22
4.0,3000.0,4170.0,151
1.0,600.0,3670.0,192
2.0,1500.0,1400.0,79
2.0,750.0,3330.0,11
6.0,3200.0,4059.9999999999995,109
3.0,1500.0,4000.0,59
2.0,800.0,5000.0,11
1.0,600.0,4330.0,72
2.0,800.0,8130.000000000001,75
3.0,728.0,5770.0,120
5.0,2620.0,2480.0,179
4.0,2500.0,2200.0,23
5.0,2410.0,2260.0,179
2.0,1800.0,6110.0,195
4.0,2000.0,4750.0,57
4.0,1575.0,2100.0,122
4.0,1200.0,3170.0,122
2.0,1046.0,4780.0,104
2.0,1800.0,3470.0,6
5.0,1000.0,6000.0,182
1.0,550.0,2910.0,120
8.0,1500.0,5000.0,121
1.0,450.0,3330.0,182
8.0,2500.0,3000.0,121
3.0,740.0,4050.0,22
3.0,2700.0,3700.0,106
3.0,520.0,3850.0,105
3.0,1100.0,3640.0,38
5.0,2000.0,2250.0,109
4.0,1500.0,6670.0,188
3.0,1400.0,4290.0,41
4.0,1575.0,2100.0,122
4.0,1200.0,3170.0,122
2.0,1046.0,4780.0,104
2.0,1800.0,3470.0,6
5.0,1000.0,6000.0,182
1.0,550.0,2910.0,120
8.0,1500.0,5000.0,121
1.0,450.0,3330.0,182
8.0,2500.0,3000.0,121
3.0,740.0,4050.0,22
3.0,2700.0,3700.0,106
3.0,520.0,3850.0,105
3.0,1100.0,3640.0,38
5.0,2000.0,2250.0,109
4.0,1500.0,6670.0,188
2.0,1200.0,5830.0,17
8.0,3000.0,4170.0,63
4.0,3000.0,2170.0,179
1.0,1400.0,2360.0,166
3.0,3500.0,2230.0,151
4.0,1200.0,6250.0,161
3.0,1000.0,2200.0,13
1.0,1200.0,2580.0,166
2.0,910.0,5270.0,36
2.0,1440.0,1740.0,86
8.0,3200.0,4500.0,29
2.0,1200.0,5830.0,17
8.0,3000.0,4170.0,63
4.0,3000.0,2170.0,179
1.0,1400.0,2360.0,166
3.0,3500.0,2230.0,151
4.0,1200.0,6250.0,161
3.0,1000.0,2200.0,13
1.0,1200.0,2580.0,166
2.0,910.0,5270.0,36
2.0,1440.0,1740.0,86
8.0,3200.0,4500.0,29
4.0,2159.0,2310.0,104
8.0,1090.0,7340.0,182
2.0,1460.0,5820.0,132
4.0,1600.0,4380.0,28
4.0,1200.0,6250.0,4
2.0,1096.0,3650.0,79
2.0,1300.0,3850.0,144
7.0,3200.0,2190.0,147
4.0,1900.0,2210.0,144
4.0,3000.0,5000.0,157
3.0,2000.0,7500.0,100
1.0,364.0,7420.0,2
3.0,1100.0,2820.0,157
2.0,1500.0,866.0,157
8.0,2560.0,5860.0,166
5.0,1900.0,2630.0,5
5.0,2600.0,4230.0,194
2.0,950.0,3160.0,132
